x,y
1.64373629133578,1.6475713713428282
-0.3667293614876863,2.0332453809121693
2.151587519468295,-1.174458827723795
1.1842081743561836,2.152782263190779
-2.434935912674103,25.455284345905564
2.853734109820536,-11.494233343730937
1.5668382119421178,-0.4987866600064873
1.7163858316617233,-1.1597086564877706
-2.2313182039467248,20.654437799476714
-0.2976843726265974,4.793555873595554
-0.7752118546045126,1.035651181932621
2.5605899330916113,-3.8034052031483876
0.8631907204839875,-2.3033855403031414
1.9365696796249798,-1.2847198209126534
-0.33951480703601344,2.185043118572617
-1.6365676692913387,9.950754342934845
0.3275087220950086,2.7126758911027773
-2.6170964633749483,38.11936068057015
1.9657870319554922,-1.4389694930293397
0.7899863947323889,0.1676758716305753
1.5485264405122425,2.190186602130962
-0.87284419122079,2.705521232914432
2.824188146369419,-12.778687164664627
2.3587267279331865,-5.674984490391106
1.670300982442571,-1.6085712046278058
-1.8321677528881946,12.752502362261897
-0.19967397763779493,1.9720465076656155
-2.7371774052766273,44.35972531260297
-2.0742630475947132,15.998618065706655
1.0982937194547278,1.2634691304690189
1.468572935446903,1.850621090799256
2.8050583946052603,-10.454398458989704
-1.0450478511710883,4.724587057393789
-0.7772417637907867,1.4495719359925954
-0.1826651323451527,0.9427253071777313
-1.8631718454942858,11.552425947420788
-2.22047096798717,18.48205456319237
-0.1457704426443973,2.604646606617413
-1.6385439056946953,7.865376777862628
1.0188839680950625,1.0153995328553396
-0.3770884867660156,2.8747360756371156
1.9960691763470244,0.011853218592875026
1.2015906120134945,2.2082752188036636
-1.1258001517077536,4.036990813470753
1.9935588083712066,-1.7158856021268813
1.828586144980811,-0.3701368522704646
-0.6751297258189535,-0.882418478454293
-1.2700313764185354,2.2597671132377513
1.0949730238498532,-1.6970328537621295
-2.161485098344141,17.160889777741342
